ID,AdCount,AdId,State,AOI,TFF,FPG,SPG,RFX,SFX,ODT
1,23,384,COLORING,MPC,0,0,0,0,0,0
1,23,384,COLORING,MPO,0,0,0,0,0,0
1,23,384,COLORING,FAC,0,0,0,0,0,0
1,23,384,COLORING,COS,0,0,0,0,0,0
1,23,384,COLORING,LOC,0,0,0,0,0,0
1,23,384,COLORING,OBJ,0,0,0,0,0,0
1,23,384,COLORING,ROM,0,0,0,0,0,0
1,23,384,COLORING,SUR,0,0,0,0,0,0
1,23,384,COLORING,FCT,0,0,0,0,0,0
1,23,384,COLORING,FSD,0,0,0,0,0,0
1,23,384,COLORING,COM,0,0,0,0,0,0
1,24,99,COLORING,TIT,0,0,0,0,0,0
1,24,99,COLORING,PIC,0,0,0,0,0,0
1,24,99,COLORING,MPC,0,0,0,0,0,0
1,24,99,COLORING,MPO,0,0,0,0,0,0
1,24,99,COLORING,FAC,0,0,0,0,0,0
1,24,99,COLORING,COS,0,0,0,0,0,0
1,24,99,COLORING,LOC,0,0,0,0,0,0
1,24,99,COLORING,OBJ,0,0,0,0,0,0
1,24,99,COLORING,ROM,0,0,0,0,0,0
1,24,99,COLORING,SUR,0,0,0,0,0,0
1,24,99,COLORING,FCT,0,0,0,0,0,0
1,24,99,COLORING,FSD,0,0,0,0,0,0
1,24,99,COLORING,COM,0,0,0,0,0,0
1,25,346,COLORING,TIT,0,0,0,0,0,0
1,25,346,COLORING,PIC,0,0,0,0,0,0
1,25,346,COLORING,MPC,0,0,0,0,0,0
1,25,346,COLORING,MPO,0,0,0,0,0,0
1,25,346,COLORING,FAC,0,0,0,0,0,0
1,25,346,COLORING,COS,0,0,0,0,0,0
1,25,346,COLORING,LOC,0,0,0,0,0,0
1,25,346,COLORING,OBJ,0,0,0,0,0,0
1,25,346,COLORING,ROM,0,0,0,0,0,0
1,25,346,COLORING,SUR,0,0,0,0,0,0
1,25,346,COLORING,FCT,0,0,0,0,0,0
1,25,346,COLORING,FSD,0,0,0,0,0,0
1,25,346,COLORING,COM,0,0,0,0,0,0
1,26,155,COLORING,TIT,0,0,0,0,0,0
1,26,155,COLORING,PIC,0,0,0,0,0,0
1,26,155,COLORING,MPC,0,0,0,0,0,0
1,26,155,COLORING,MPO,0,0,0,0,0,0
1,26,155,COLORING,FAC,0,0,0,0,0,0
1,26,155,COLORING,COS,0,0,0,0,0,0
1,26,155,COLORING,LOC,0,0,0,0,0,0
1,26,155,COLORING,OBJ,0,0,0,0,0,0
1,26,155,COLORING,ROM,0,0,0,0,0,0
1,26,155,COLORING,SUR,0,0,0,0,0,0
1,26,155,COLORING,FCT,0,0,0,0,0,0
1,26,155,COLORING,FSD,0,0,0,0,0,0
1,26,155,COLORING,COM,0,0,0,0,0,0
1,27,315,COLORING,TIT,0,0,0,0,0,0
1,27,315,COLORING,PIC,0,0,0,0,0,0
1,27,315,COLORING,MPC,0,0,0,0,0,0
1,27,315,COLORING,MPO,0,0,0,0,0,0
1,27,315,COLORING,FAC,0,0,0,0,0,0
1,27,315,COLORING,COS,0,0,0,0,0,0
1,27,315,COLORING,LOC,0,0,0,0,0,0
1,27,315,COLORING,OBJ,0,0,0,0,0,0
1,27,315,COLORING,ROM,0,0,0,0,0,0
1,27,315,COLORING,SUR,0,0,0,0,0,0
1,27,315,COLORING,FCT,0,0,0,0,0,0
1,27,315,COLORING,FSD,0,0,0,0,0,0
1,27,315,COLORING,COM,0,0,0,0,0,0
1,28,483,FADING,TIT,0,0,0,0,0,0
1,28,483,FADING,PIC,0,0,0,0,0,0
1,28,483,FADING,MPC,0,0,0,0,0,0
1,28,483,FADING,MPO,0,0,0,0,0,0
1,28,483,FADING,FAC,0,0,0,0,0,0
1,28,483,FADING,COS,0,0,0,0,0,0
1,28,483,FADING,LOC,0,0,0,0,0,0
1,28,483,FADING,OBJ,0,0,0,0,0,0
1,28,483,FADING,ROM,0,0,0,0,0,0
1,28,483,FADING,SUR,0,0,0,0,0,0
1,28,483,FADING,FCT,0,0,0,0,0,0
1,28,483,FADING,FSD,0,0,0,0,0,0
